Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001608,Male,No,0,Graduate,No,4278,0,130.0,360.0,1.0,Semiurban,Y
LP001609,Male,Yes,1,Not Graduate,nan,11337,3285,456.0,480.0,,Urban,Y
LP001610,Male,Yes,0,Not Graduate,No,8132,0,179.0,180.0,0.0,Rural,N
LP001611,Male,No,2,Graduate,No,8297,0,317.0,360.0,1.0,Urban,Y
LP001612,Female,No,0,Graduate,No,2752,2752,187.0,360.0,0.0,Rural,N
LP001613,Male,Yes,0,Graduate,No,4686,2695,259.0,360.0,0.0,Urban,N
LP001614,Male,Yes,2,Not Graduate,No,4104,2655,129.0,360.0,1.0,Semiurban,Y
LP001615,Female,Yes,0,Graduate,No,2688,0,81.0,360.0,1.0,Rural,Y
LP001616,Female,No,0,Graduate,No,6100,0,134.0,360.0,1.0,Semiurban,Y
LP001617,Male,nan,0,Graduate,No,3559,0,90.0,360.0,1.0,Urban,Y
LP001618,Male,No,0,Not Graduate,Yes,7282,7265,500.0,360.0,1.0,Semiurban,Y
LP001619,Female,Yes,2,Not Graduate,No,2586,1314,92.0,360.0,1.0,Rural,Y
LP001620,Male,No,0,Graduate,Yes,13786,1799,277.0,360.0,1.0,Semiurban,Y
LP001621,Male,Yes,2,Graduate,Yes,2870,20868,479.0,360.0,1.0,Urban,Y
LP001622,Male,Yes,2,Graduate,No,5605,0,171.0,360.0,0.0,Urban,N
LP001623,Male,Yes,0,Graduate,No,7903,1155,224.0,300.0,1.0,Urban,Y
LP001624,Male,No,3+,Not Graduate,No,3489,4984,293.0,60.0,1.0,Semiurban,N
LP001625,Male,Yes,0,Graduate,Yes,8196,696,242.0,360.0,0.0,Urban,N
LP001626,Male,No,3+,Graduate,No,2350,0,53.0,480.0,1.0,Semiurban,Y
LP001627,Male,Yes,0,Graduate,No,11746,0,,360.0,1.0,Urban,N
LP001628,Male,Yes,1,Not Graduate,No,4956,1010,177.0,360.0,,Semiurban,Y
LP001629,Male,Yes,0,Not Graduate,No,3436,0,83.0,360.0,0.0,Urban,N
LP001630,Male,Yes,0,Graduate,No,4107,0,125.0,360.0,1.0,Semiurban,Y
LP001631,Male,No,1,Graduate,No,7985,0,,120.0,1.0,Rural,Y
LP001632,Female,Yes,1,Graduate,No,3461,6550,331.0,360.0,,Urban,N
LP001633,Male,No,0,Graduate,No,3135,0,136.0,360.0,1.0,Semiurban,Y
LP001634,Male,No,0,Graduate,Yes,4303,0,107.0,360.0,1.0,Urban,N
LP001635,Male,No,1,Graduate,No,2425,0,113.0,,1.0,Rural,Y
LP001636,Male,Yes,1,Graduate,nan,14651,10416,700.0,360.0,1.0,Semiurban,Y
LP001637,Male,Yes,3+,Not Graduate,No,3498,2508,170.0,360.0,1.0,Urban,Y
LP001638,Male,Yes,2,Graduate,No,8094,595,157.0,360.0,1.0,Urban,Y
LP001639,Male,nan,3+,Graduate,No,5572,1678,264.0,360.0,,Semiurban,Y
LP001640,Male,No,1,Graduate,Yes,2722,2211,175.0,360.0,1.0,Rural,Y
LP001641,Male,Yes,0,Graduate,Yes,4897,0,176.0,480.0,1.0,Semiurban,Y
LP001642,Male,No,0,Not Graduate,No,7866,0,132.0,360.0,1.0,Semiurban,Y
LP001643,Male,Yes,2,Graduate,Yes,4389,0,159.0,360.0,,Rural,Y
LP001644,Male,Yes,1,Graduate,No,10055,0,,360.0,1.0,Urban,Y
LP001645,Male,Yes,0,Graduate,No,9071,0,289.0,360.0,1.0,Rural,Y
LP001646,Female,No,0,Graduate,No,8530,6431,429.0,360.0,0.0,Urban,N
LP001647,Male,Yes,3+,Graduate,No,3730,3829,285.0,360.0,1.0,Rural,Y
LP001648,Male,No,0,Graduate,No,2571,3118,149.0,360.0,1.0,Rural,Y
LP001649,Male,No,0,Graduate,Yes,3401,5622,262.0,360.0,0.0,Semiurban,N
LP001650,Male,No,0,Not Graduate,No,5528,0,156.0,360.0,,Rural,N
LP001651,Male,Yes,0,Graduate,No,6819,0,251.0,360.0,1.0,Urban,Y
LP001652,Male,Yes,0,Graduate,No,1335,1089,75.0,360.0,0.0,Semiurban,N
LP001653,Male,Yes,0,Not Graduate,No,4890,2078,204.0,360.0,1.0,Urban,N
LP001654,Male,Yes,0,Graduate,Yes,5403,0,206.0,360.0,1.0,Semiurban,Y
LP001655,Male,Yes,2,Graduate,No,4160,4054,306.0,360.0,0.0,Rural,Y
LP001656,Male,No,0,Graduate,No,10665,7241,498.0,360.0,,Urban,Y
LP001657,Male,Yes,2,Graduate,Yes,6330,2930,269.0,360.0,1.0,Rural,Y
LP001658,Male,Yes,2,Graduate,No,10787,1101,440.0,180.0,1.0,Semiurban,Y
LP001659,Male,Yes,0,Graduate,No,4317,0,82.0,360.0,1.0,Urban,Y
LP001660,Male,Yes,1,Not Graduate,No,8625,0,206.0,,1.0,Semiurban,Y
LP001661,Male,Yes,0,Graduate,No,13108,765,228.0,360.0,1.0,Urban,Y
LP001662,nan,Yes,2,Graduate,No,10796,0,246.0,180.0,1.0,Rural,Y
LP001663,Male,No,0,Graduate,No,2552,979,120.0,360.0,1.0,Rural,Y
LP001664,Male,Yes,1,Graduate,Yes,4220,1871,198.0,360.0,1.0,Rural,Y
LP001665,Male,nan,1,Graduate,Yes,3995,0,131.0,360.0,1.0,Rural,N
LP001666,Male,No,0,Graduate,No,6591,5252,232.0,180.0,0.0,Semiurban,N
LP001667,Male,Yes,0,Not Graduate,No,7419,3234,208.0,360.0,1.0,Semiurban,N
LP001668,Male,No,1,Graduate,Yes,2971,0,109.0,360.0,1.0,Urban,Y
LP001669,Male,Yes,2,Graduate,No,5118,5519,280.0,360.0,0.0,Urban,Y
LP001670,Male,No,0,Graduate,No,1462,1092,57.0,360.0,1.0,Semiurban,Y
LP001671,Male,Yes,1,Graduate,No,11674,3755,521.0,360.0,1.0,Urban,Y
LP001672,Female,No,0,Graduate,Yes,3614,0,144.0,360.0,1.0,Urban,Y
LP001673,Male,No,1,Graduate,No,5082,2307,212.0,180.0,1.0,Urban,Y
LP001674,Male,No,0,Graduate,No,4081,4242,262.0,480.0,1.0,Rural,Y
LP001675,Male,No,2,Graduate,No,9775,0,238.0,360.0,1.0,Urban,Y
LP001676,nan,Yes,0,Graduate,Yes,1000,0,29.0,360.0,1.0,Semiurban,Y
LP001677,Male,Yes,0,Graduate,No,4866,2814,183.0,360.0,1.0,Semiurban,Y
LP001678,Male,Yes,0,Graduate,nan,4612,0,114.0,360.0,1.0,Rural,N
LP001679,Female,Yes,0,Not Graduate,No,3743,2194,227.0,360.0,1.0,Rural,Y
LP001680,Female,No,0,Graduate,No,13845,3385,441.0,120.0,0.0,Urban,N
LP001681,Female,Yes,0,Graduate,No,2885,4054,239.0,360.0,1.0,Semiurban,Y
LP001682,Male,No,2,Graduate,No,7809,0,187.0,360.0,1.0,Rural,Y
LP001683,Male,No,0,Graduate,Yes,6086,843,120.0,360.0,1.0,Urban,Y
LP001684,Male,No,0,Graduate,No,10476,0,230.0,480.0,1.0,Rural,Y
LP001685,Female,Yes,0,Graduate,No,3293,3847,194.0,360.0,0.0,Rural,N
LP001686,Male,No,0,Graduate,No,3165,1851,175.0,360.0,1.0,Semiurban,Y
LP001687,Male,No,0,Not Graduate,No,9486,1213,252.0,360.0,,Urban,Y
LP001688,Male,Yes,0,Graduate,No,6343,8375,417.0,360.0,1.0,Semiurban,Y
LP001689,Male,Yes,0,Graduate,No,1945,4204,167.0,360.0,,Semiurban,N
LP001690,Male,No,0,Graduate,nan,3556,0,114.0,480.0,1.0,Rural,Y
LP001691,Male,Yes,0,Not Graduate,No,6197,1344,223.0,360.0,1.0,Rural,Y
LP001692,Male,Yes,1,Graduate,No,8124,1676,358.0,360.0,1.0,Rural,Y
LP001693,Male,Yes,0,Graduate,No,3269,0,114.0,360.0,1.0,Urban,Y
LP001694,Male,Yes,0,Graduate,No,1000,0,29.0,360.0,1.0,Semiurban,Y
LP001695,Male,Yes,3+,Graduate,No,6727,2027,210.0,360.0,1.0,Semiurban,Y
LP001696,Male,Yes,0,Graduate,Yes,2363,0,55.0,480.0,1.0,Semiurban,Y
LP001697,Male,Yes,1,Not Graduate,No,1464,1685,73.0,360.0,,Urban,N
LP001698,Male,Yes,0,Graduate,No,1000,8523,283.0,360.0,1.0,Urban,Y
LP001699,Male,No,2,Not Graduate,No,8009,0,177.0,180.0,0.0,Semiurban,N
LP001700,Male,Yes,2,Graduate,nan,5309,2150,,360.0,,Rural,N
LP001701,Male,No,0,Graduate,No,4292,0,139.0,360.0,0.0,Semiurban,N
LP001702,Male,Yes,3+,Graduate,No,11309,476,253.0,360.0,1.0,Rural,Y
LP001703,Male,Yes,0,Graduate,No,7204,1056,184.0,120.0,1.0,Urban,Y
LP001704,Male,Yes,0,Not Graduate,No,12962,1167,273.0,360.0,1.0,Semiurban,Y
LP001705,Male,Yes,2,Not Graduate,No,2131,3276,235.0,84.0,1.0,Rural,Y
LP001706,nan,Yes,2,Not Graduate,No,4813,2372,156.0,12.0,1.0,Urban,Y
LP001707,Male,No,0,Graduate,No,1863,1162,86.0,360.0,0.0,Urban,Y
LP001708,Female,Yes,0,Graduate,No,4282,0,111.0,360.0,1.0,Urban,N
LP001709,Male,Yes,0,Graduate,Yes,4233,0,113.0,360.0,1.0,Semiurban,Y
LP001710,Male,No,0,Not Graduate,No,7157,4313,321.0,360.0,,Urban,N
LP001711,Male,Yes,2,Graduate,No,5050,788,203.0,180.0,1.0,Rural,Y
LP001712,Male,Yes,0,Graduate,No,7144,2724,198.0,360.0,1.0,Semiurban,Y
LP001713,Male,No,0,Graduate,No,7495,1131,217.0,360.0,1.0,Semiurban,Y
LP001714,Male,Yes,0,Graduate,No,17907,0,392.0,360.0,1.0,Rural,Y
LP001715,Male,Yes,0,Not Graduate,No,4067,5161,180.0,360.0,1.0,Semiurban,Y
LP001716,Female,nan,0,Graduate,No,2794,1589,115.0,360.0,1.0,Urban,Y
LP001717,Female,Yes,1,Graduate,No,5696,0,132.0,360.0,0.0,Urban,N
LP001718,Female,No,3+,Graduate,nan,3037,0,123.0,180.0,1.0,Urban,Y
LP001719,Male,nan,2,Graduate,No,11958,615,372.0,180.0,1.0,Urban,Y
LP001720,Male,Yes,0,Graduate,Yes,4146,0,112.0,360.0,1.0,Semiurban,Y
LP001721,Female,Yes,2,Graduate,No,3500,0,89.0,360.0,1.0,Semiurban,Y
LP001722,Male,Yes,2,Not Graduate,No,3704,0,97.0,360.0,1.0,Rural,Y
LP001723,Male,Yes,2,Not Graduate,No,7563,1381,218.0,360.0,1.0,Rural,Y
LP001724,Male,Yes,0,Graduate,No,4470,1932,169.0,240.0,1.0,Urban,Y
LP001725,Male,No,0,Graduate,No,3344,1038,76.0,360.0,1.0,Urban,N
LP001726,Female,Yes,0,Not Graduate,No,13349,1475,277.0,360.0,1.0,Semiurban,Y
LP001727,Male,Yes,0,Graduate,Yes,2940,0,66.0,360.0,1.0,Semiurban,Y
LP001728,Female,nan,0,Graduate,Yes,5020,5986,408.0,360.0,1.0,Rural,Y
LP001729,Male,No,0,Graduate,No,7269,0,225.0,360.0,1.0,Urban,Y
LP001730,Male,Yes,0,Graduate,No,1846,0,45.0,360.0,1.0,Semiurban,Y
LP001731,Male,Yes,2,Graduate,No,6556,2283,285.0,360.0,1.0,Semiurban,Y
LP001732,Female,Yes,0,Not Graduate,No,2609,1225,139.0,360.0,0.0,Semiurban,N
LP001733,Male,Yes,0,Graduate,No,8051,0,276.0,360.0,1.0,Semiurban,N
LP001734,Male,Yes,3+,Graduate,Yes,2758,0,118.0,360.0,1.0,Rural,Y
LP001735,Male,Yes,3+,Graduate,No,7447,1279,208.0,360.0,1.0,Rural,Y
LP001736,Female,No,2,Graduate,No,9542,0,222.0,360.0,1.0,Rural,Y
LP001737,Male,Yes,nan,Graduate,No,8240,0,223.0,360.0,1.0,Rural,Y
LP001738,Female,Yes,0,Graduate,No,5714,0,189.0,360.0,1.0,Rural,Y
LP001739,Male,Yes,3+,Graduate,No,4277,0,142.0,360.0,1.0,Urban,Y
LP001740,Male,Yes,0,Graduate,No,3477,1873,116.0,360.0,1.0,Semiurban,Y
LP001741,Male,No,0,Not Graduate,No,11880,0,408.0,360.0,1.0,Rural,N
LP001742,Male,No,0,Not Graduate,No,3230,0,140.0,360.0,0.0,Semiurban,N
LP001743,Male,No,0,Graduate,No,2637,3263,214.0,360.0,1.0,Semiurban,N
LP001744,Male,Yes,0,Graduate,nan,7326,563,249.0,360.0,1.0,Semiurban,Y
LP001745,Male,Yes,1,Graduate,No,3048,0,,360.0,,Urban,Y
LP001746,Female,Yes,2,Graduate,No,2779,0,38.0,180.0,0.0,Semiurban,N
LP001747,Male,Yes,1,Graduate,No,2066,0,60.0,360.0,1.0,Semiurban,N
LP001748,Male,Yes,0,Graduate,No,3678,1576,183.0,360.0,1.0,Urban,Y
LP001749,Female,No,2,Graduate,No,4676,2512,261.0,360.0,1.0,Rural,Y
LP001750,Male,Yes,1,Not Graduate,No,5686,3663,287.0,360.0,,Urban,Y
LP001751,Male,Yes,0,Not Graduate,No,8697,4842,438.0,240.0,1.0,Rural,N
LP001752,Female,Yes,1,Not Graduate,No,6742,720,168.0,300.0,0.0,Semiurban,N
LP001753,Male,Yes,0,Graduate,No,4382,1603,169.0,360.0,1.0,Semiurban,Y
LP001754,Male,Yes,0,Graduate,No,4363,2361,224.0,360.0,1.0,Urban,N
LP001755,Male,No,3+,Graduate,Yes,6674,0,139.0,180.0,,Urban,N
LP001756,Female,No,0,Graduate,Yes,10546,17135,645.0,360.0,1.0,Urban,N
LP001757,Male,No,0,Graduate,No,5301,0,149.0,360.0,1.0,Rural,Y
LP001758,Male,Yes,2,Graduate,No,3709,0,94.0,240.0,1.0,Rural,Y
LP001759,Female,Yes,1,Graduate,No,2708,3950,203.0,360.0,1.0,Rural,Y
LP001760,Male,Yes,0,Not Graduate,nan,2064,0,68.0,360.0,1.0,Urban,Y
LP001761,Male,Yes,0,Graduate,No,7330,3215,307.0,360.0,1.0,Semiurban,Y
LP001762,Male,No,0,Graduate,nan,6952,1580,177.0,360.0,1.0,Urban,Y
LP001763,Male,Yes,1,Graduate,No,6949,5828,396.0,360.0,1.0,Semiurban,Y
LP001764,Male,Yes,0,Graduate,No,4549,4743,256.0,,1.0,Semiurban,Y
LP001765,Male,Yes,0,Graduate,No,11431,0,330.0,360.0,,Semiurban,Y
LP001766,Male,Yes,3+,Graduate,nan,3675,3893,239.0,360.0,1.0,Urban,Y
LP001767,Male,No,0,Graduate,Yes,8718,5991,288.0,,1.0,Semiurban,Y
LP001768,Female,Yes,0,Graduate,No,4801,6818,440.0,360.0,1.0,Semiurban,Y
LP001769,Male,Yes,0,Graduate,No,3411,2845,194.0,360.0,1.0,Urban,Y
LP001770,Female,Yes,1,Graduate,No,7012,0,172.0,360.0,,Urban,N
LP001771,Male,Yes,0,Graduate,No,6284,7038,281.0,360.0,0.0,Urban,N
LP001772,Female,No,0,Not Graduate,No,6088,0,237.0,360.0,1.0,Urban,Y
LP001773,Male,No,2,Graduate,No,5160,4052,294.0,180.0,1.0,Semiurban,Y
LP001774,Male,No,0,Graduate,Yes,4804,0,124.0,180.0,0.0,Semiurban,Y
LP001775,Female,No,0,Graduate,No,20599,6284,592.0,360.0,,Semiurban,Y
LP001776,Male,Yes,0,Not Graduate,Yes,10002,0,324.0,360.0,,Rural,N
LP001777,Male,No,0,Not Graduate,No,7583,0,209.0,360.0,1.0,Rural,Y
LP001778,Male,Yes,0,Graduate,No,5255,4204,286.0,360.0,,Semiurban,N
LP001779,Male,Yes,0,Graduate,No,8993,1266,291.0,360.0,1.0,Semiurban,Y
LP001780,Male,No,0,Not Graduate,No,6706,8080,478.0,360.0,1.0,Rural,N
LP001781,Male,Yes,0,Graduate,No,4992,8829,335.0,360.0,1.0,Urban,Y
LP001782,Male,No,2,Graduate,No,4096,5528,229.0,360.0,1.0,Rural,N
LP001783,Male,Yes,nan,Graduate,No,4681,1749,195.0,,1.0,Semiurban,Y
LP001784,Male,Yes,2,Not Graduate,No,1000,0,50.0,360.0,0.0,Semiurban,N
LP001785,Male,No,2,Not Graduate,No,5576,3300,209.0,360.0,1.0,Rural,Y
LP001786,Female,No,0,Graduate,No,3666,0,106.0,360.0,1.0,Urban,N
LP001787,Male,Yes,3+,Graduate,Yes,12779,9746,,360.0,1.0,Urban,Y
LP001788,Male,Yes,0,Graduate,Yes,4972,3297,250.0,360.0,1.0,Urban,Y
LP001789,Male,Yes,3+,Graduate,No,2408,449,113.0,360.0,1.0,Urban,Y
LP001790,Female,Yes,nan,Not Graduate,No,4769,3780,289.0,180.0,0.0,Rural,N
LP001791,Male,Yes,1,Graduate,No,2623,2336,115.0,360.0,1.0,Semiurban,Y
LP001792,Male,No,nan,Graduate,nan,6529,2828,353.0,360.0,1.0,Semiurban,Y
LP001793,Male,Yes,1,Graduate,No,5852,0,,360.0,1.0,Rural,Y
LP001794,Male,No,0,Graduate,No,8731,5244,450.0,360.0,0.0,Semiurban,N
LP001795,Male,Yes,0,Graduate,No,3057,0,107.0,180.0,1.0,Urban,Y
LP001796,Female,Yes,1,Graduate,No,5016,3634,295.0,360.0,1.0,Urban,Y
LP001797,Female,No,0,Graduate,No,2166,0,58.0,,1.0,Rural,Y
LP001798,Male,Yes,1,Graduate,No,7486,0,184.0,360.0,1.0,Urban,N
LP001799,Male,Yes,nan,Graduate,No,6709,0,276.0,360.0,0.0,Urban,N
LP001800,Female,Yes,0,Graduate,No,6617,1699,158.0,360.0,1.0,Rural,Y
LP001801,Male,No,2,Graduate,No,4919,4470,145.0,360.0,1.0,Rural,Y
LP001802,Male,No,3+,Not Graduate,No,6303,0,218.0,360.0,0.0,Rural,N
LP001803,Male,Yes,3+,Not Graduate,Yes,12869,8763,700.0,360.0,1.0,Urban,Y
LP001804,Male,Yes,3+,Not Graduate,No,4142,0,100.0,360.0,1.0,Semiurban,Y
LP001805,Male,Yes,0,Graduate,Yes,5341,1844,259.0,360.0,1.0,Urban,Y
LP001806,Male,No,3+,Not Graduate,No,2561,5293,264.0,360.0,1.0,Rural,Y
LP001807,Female,No,2,Graduate,No,2919,1532,110.0,360.0,1.0,Rural,Y
LP001808,Female,Yes,0,Graduate,nan,5211,4852,329.0,360.0,1.0,Semiurban,Y
LP001809,Male,Yes,0,Graduate,No,9531,0,249.0,360.0,0.0,Urban,Y
LP001810,Male,Yes,1,Graduate,Yes,4214,1456,138.0,180.0,1.0,Urban,Y
LP001811,nan,No,0,Graduate,No,4266,3626,216.0,180.0,1.0,Rural,Y
LP001812,Female,No,1,Graduate,Yes,3850,458,142.0,360.0,1.0,Urban,Y
LP001813,Male,Yes,1,Graduate,No,3565,875,132.0,360.0,1.0,Urban,Y
LP001814,Female,Yes,0,Graduate,No,5866,0,189.0,360.0,1.0,Semiurban,Y
LP001815,Female,Yes,1,Graduate,No,2001,3158,170.0,360.0,1.0,Urban,Y
LP001816,Male,No,2,Graduate,Yes,10599,2301,354.0,360.0,1.0,Semiurban,Y
LP001817,Male,Yes,0,Graduate,Yes,3296,0,130.0,360.0,1.0,Rural,Y
LP001818,Male,No,0,Not Graduate,Yes,7579,0,166.0,360.0,1.0,Rural,N
LP001819,Male,Yes,0,Not Graduate,Yes,2293,0,36.0,360.0,1.0,Urban,Y
LP001820,Male,Yes,0,Graduate,No,7341,4479,397.0,360.0,1.0,Urban,Y
LP001821,Female,Yes,3+,Graduate,No,7355,2947,203.0,360.0,1.0,Rural,Y
LP001822,Male,Yes,0,Graduate,No,6188,0,148.0,480.0,1.0,Semiurban,Y
LP001823,Male,Yes,1,Not Graduate,No,2706,0,106.0,360.0,0.0,Semiurban,N
LP001824,Male,No,0,Graduate,No,5708,1766,199.0,360.0,1.0,Rural,N
LP001825,Male,No,0,Graduate,No,2416,2449,202.0,360.0,0.0,Rural,N
LP001826,Female,Yes,2,Graduate,No,4223,0,112.0,360.0,1.0,Rural,Y
LP001827,Male,Yes,1,Graduate,No,9114,0,,360.0,0.0,Semiurban,Y
LP001828,Male,No,0,Graduate,No,7926,6492,309.0,360.0,1.0,Semiurban,Y
LP001829,Male,No,0,Not Graduate,No,4959,0,155.0,360.0,1.0,Semiurban,Y
LP001830,Male,Yes,0,Graduate,No,2738,0,45.0,360.0,1.0,Semiurban,Y
LP001831,Male,No,0,Graduate,No,7239,2411,265.0,,1.0,Rural,Y
LP001832,Male,Yes,1,Not Graduate,No,4972,7648,427.0,360.0,1.0,Semiurban,N
LP001833,Male,Yes,0,Not Graduate,No,1221,0,40.0,360.0,1.0,Rural,N
LP001834,Male,No,0,Graduate,No,7860,0,165.0,360.0,0.0,Semiurban,N
LP001835,Male,No,0,Graduate,No,4843,0,149.0,360.0,1.0,Urban,Y
LP001836,Male,No,3+,Graduate,No,10111,0,286.0,60.0,1.0,Rural,Y
LP001837,Female,Yes,nan,Not Graduate,No,2547,8371,392.0,360.0,1.0,Semiurban,Y
LP001838,Male,Yes,0,Graduate,No,1000,2603,150.0,360.0,,Semiurban,Y
LP001839,Male,No,2,Not Graduate,No,5810,3473,204.0,360.0,0.0,Semiurban,N
LP001840,Male,Yes,0,Graduate,No,5854,7348,428.0,360.0,0.0,Semiurban,Y
LP001841,Male,Yes,0,Graduate,nan,1782,2715,123.0,360.0,1.0,Urban,Y
LP001842,Male,Yes,2,Graduate,nan,2732,0,39.0,360.0,1.0,Semiurban,Y
LP001843,Male,Yes,3+,Graduate,No,25671,13361,637.0,360.0,1.0,Urban,Y
LP001844,Female,Yes,3+,Graduate,No,4091,2145,176.0,360.0,1.0,Rural,Y
LP001845,Male,No,1,Graduate,No,7620,3331,282.0,360.0,1.0,Urban,Y
LP001846,Male,Yes,0,Graduate,No,3326,0,52.0,360.0,1.0,Semiurban,Y
LP001847,Male,Yes,2,Not Graduate,Yes,1402,1947,122.0,360.0,1.0,Urban,Y
LP001848,nan,Yes,0,Graduate,No,4437,1472,,240.0,1.0,Semiurban,Y
LP001849,Male,No,1,Graduate,No,4190,3560,246.0,180.0,1.0,Urban,Y
LP001850,Male,No,0,Graduate,No,3866,0,96.0,240.0,0.0,Urban,N
LP001851,Male,Yes,1,Graduate,nan,4588,2436,136.0,360.0,1.0,Semiurban,N
LP001852,Male,No,0,Graduate,No,5759,3538,248.0,180.0,0.0,Rural,N
LP001853,Male,No,0,Graduate,No,4491,2467,170.0,360.0,1.0,Rural,Y
LP001854,Female,No,3+,Not Graduate,No,2302,1011,107.0,360.0,1.0,Rural,Y
LP001855,Male,No,0,Graduate,No,6579,0,154.0,360.0,1.0,Semiurban,Y
LP001856,Male,Yes,0,Graduate,No,1525,0,57.0,360.0,1.0,Urban,Y
LP001857,Male,No,0,Graduate,No,1436,0,49.0,360.0,1.0,Rural,Y
LP001858,Male,Yes,0,Graduate,Yes,7658,2484,325.0,360.0,0.0,Semiurban,N
LP001859,Male,No,0,Graduate,Yes,6662,0,229.0,360.0,1.0,Rural,N
LP001860,Male,No,0,Not Graduate,Yes,4748,3599,161.0,360.0,1.0,Semiurban,Y
LP001861,Male,No,2,Not Graduate,No,2127,2563,154.0,360.0,1.0,Semiurban,Y
LP001862,Male,No,0,Graduate,No,3213,0,37.0,360.0,1.0,Rural,N
LP001863,Male,Yes,3+,Graduate,No,4197,8340,388.0,360.0,0.0,Rural,N
LP001864,Male,Yes,1,Graduate,No,1886,1928,71.0,360.0,1.0,Rural,Y
LP001865,Male,nan,0,Graduate,No,3154,822,112.0,360.0,1.0,Rural,Y
LP001866,Male,No,1,Graduate,No,7269,7553,395.0,360.0,1.0,Semiurban,Y
LP001867,Male,Yes,0,Graduate,No,11572,2094,475.0,360.0,,Semiurban,Y
LP001868,Male,Yes,2,Graduate,No,3821,0,134.0,360.0,1.0,Rural,Y
LP001869,Female,Yes,0,Graduate,No,7737,866,233.0,360.0,0.0,Semiurban,N
LP001870,Female,No,0,Graduate,Yes,1558,0,59.0,360.0,1.0,Urban,Y
LP001871,Male,No,2,Graduate,No,7300,1208,300.0,360.0,0.0,Urban,N
LP001872,Male,Yes,3+,Graduate,No,3033,0,117.0,360.0,1.0,Semiurban,Y
LP001873,Male,Yes,2,Graduate,No,5910,5646,258.0,360.0,1.0,Semiurban,Y
LP001874,Male,No,0,Not Graduate,No,4235,4004,284.0,360.0,1.0,Urban,Y
LP001875,Male,No,2,Graduate,No,10853,2859,336.0,360.0,1.0,Rural,Y
LP001876,Male,Yes,0,Graduate,No,2908,0,104.0,360.0,1.0,Urban,Y
LP001877,Male,Yes,0,Graduate,No,7162,1691,302.0,360.0,1.0,Urban,Y
LP001878,Male,Yes,0,Not Graduate,No,4155,3399,176.0,360.0,1.0,Urban,Y
LP001879,Male,Yes,1,Graduate,No,4469,1718,190.0,360.0,,Semiurban,N
LP001880,Male,Yes,0,Graduate,Yes,4401,0,98.0,360.0,1.0,Semiurban,Y
LP001881,Male,No,0,Graduate,No,2958,4804,191.0,360.0,1.0,Urban,Y
LP001882,Male,No,2,Graduate,No,4873,5847,243.0,360.0,1.0,Semiurban,Y
LP001883,Male,Yes,0,Not Graduate,No,4733,0,172.0,360.0,0.0,Semiurban,N
LP001884,Male,No,0,Graduate,No,5680,13872,389.0,360.0,1.0,Urban,Y
LP001885,Female,Yes,0,Not Graduate,No,5170,5101,147.0,360.0,1.0,Urban,N
LP001886,Male,Yes,3+,Not Graduate,Yes,7933,2977,331.0,360.0,1.0,Semiurban,N
LP001887,Male,Yes,0,Not Graduate,No,8553,0,166.0,360.0,1.0,Urban,Y
LP001888,Male,Yes,0,Graduate,No,2616,15611,330.0,360.0,1.0,Urban,Y
LP001889,Male,No,2,Graduate,No,8277,1088,195.0,360.0,1.0,Semiurban,Y
LP001890,Male,nan,2,Graduate,No,2411,2546,143.0,360.0,1.0,Rural,Y
LP001891,Male,Yes,0,Graduate,No,6993,564,200.0,360.0,1.0,Semiurban,Y
LP001892,Female,Yes,1,Graduate,No,7128,3411,189.0,360.0,1.0,Rural,N
LP001893,Female,No,2,Graduate,No,1561,3849,208.0,300.0,1.0,Semiurban,N
LP001894,Male,Yes,1,Graduate,No,5196,0,175.0,300.0,1.0,Rural,N
LP001895,Male,Yes,0,Graduate,No,3710,1885,139.0,180.0,,Semiurban,Y
LP001896,Male,No,2,Not Graduate,No,3117,710,109.0,360.0,0.0,Rural,N
LP001897,Male,Yes,0,Graduate,No,11053,0,273.0,360.0,1.0,Semiurban,Y
LP001898,Female,Yes,0,Not Graduate,No,3320,0,132.0,180.0,1.0,Rural,Y
LP001899,Male,Yes,0,Graduate,No,3029,1970,106.0,360.0,1.0,Urban,Y
LP001900,Male,No,0,Not Graduate,Yes,5143,4056,173.0,180.0,1.0,Semiurban,Y
LP001901,Male,Yes,0,Graduate,No,7415,0,261.0,360.0,1.0,Rural,Y
LP001902,Male,Yes,2,Graduate,No,4514,4105,180.0,360.0,1.0,Semiurban,Y
LP001903,Male,No,0,Not Graduate,No,9895,0,253.0,360.0,0.0,Rural,N
LP001904,Male,Yes,0,Graduate,No,6758,1748,328.0,360.0,0.0,Semiurban,N
LP001905,Male,No,0,Not Graduate,Yes,1330,1750,95.0,360.0,1.0,Urban,Y
LP001906,Female,Yes,0,Graduate,No,3577,2263,152.0,360.0,1.0,Rural,Y
LP001907,Female,No,3+,Graduate,nan,3508,0,94.0,360.0,,Urban,N
LP001908,Male,Yes,0,Graduate,No,6552,1189,145.0,360.0,,Semiurban,Y
LP001909,Male,Yes,0,Graduate,No,1017,0,36.0,360.0,,Rural,N
LP001910,Male,Yes,0,Graduate,No,22683,2895,643.0,360.0,1.0,Rural,Y
